Taxon,T2302,T2323,T2411,T2627,T2648,T2658,T2659,T2664,T2689,T2701,T2704,T2741,T2743,T2752,T2780,T2787,T2798,T2834,T2841,T2846,T2850,T2994,T21001,T21021,T21023,T21034,T21045,T21054,T21060,T21075,T21078,T21111,T21113,T21129,T21133,T21146,T21169,T21182,T21184,T21195,T21201,T21202,T21205,T21208,T21216,T21245,T2301/986,T2A10,T2A23,T2A9,T2E1234,T2E1369,T2E1421,T2E1680,T2H22,T2H25,T2H31,T2H9,T2L15,T2L17,T2L18,T2L55,T2L56,T2L66,T2M19,T2M21,T2N1,T2N12,T2N16,T2N3,T2P7,T2PG3,T2PG7,T2PG8,T2R1,T2126,T2283,T2293,T2311,T2349,T2350,T2360,T2380,T2382,T2390,T2397,T2423,T2575,T2644,T2660,T2663,T2665,T2666,T2670,T2671,T2672,T2678,T2680,T2686,T2692,T2695,T2702,T2703,T2706,T2708,T2709,T2711,T2713,T2717,T2718,T2719,T2725,T2730,T2737,T2738,T2753,T2756,T2757,T2761,T2766,T2793,T2796,T2807,T2809,T2811,T2819,T2820,T2821,T2842,T2843,T2848,T2849,T2998,T21014,T21015,T21018,T21019,T21020,T21025,T21032,T21035,T21042,T21046,T21047,T21048,T21050,T21051,T21062,T21066,T21071,T21081,T21089,T21091,T21098,T21100,T21108,T21114,T21121,T21128,T21130,T21138,T21139,T21141,T21142,T21144,T21149,T21150,T21157,T21159,T21160,T21161,T21163,T21164,T21165,T21166,T21170,T21174,T21175,T21177,T21179,T21181,T21185,T21186,T21189,T21191,T21198,T21204,T21206,T21209,T21223,T2A11,T2A13,T2A15,T2A16,T2A17,T2A18,T2A19,T2A2,T2A20,T2A21,T2A22,T2A26,T2A5,T2A6,T2A7,T2A8,T2E1003,T2E1022,T2E1051,T2E1068,T2E1106,T2E1166,T2E1511,T2E1600,T2E1603,T2E1612,T2E1859,T2E2047,T2H12,T2H16,T2H17,T2H18,T2H19,T2H23,T2H27,T2H29,T2H3,T2H4,T2H5,T2H6,T2H7,T2H8,T2L14,T2L19,T2L20,T2L50,T2L52,T2L62,T2L67,T2L68,T2L69,T2M1,T2M10,T2M11,T2M13,T2M15,T2M16,T2M17,T2M2,T2M22,T2M3,T2M4,T2M55,T2M6,T2N10,T2N11,T2N14,T2N5,T2N6,T2N7,T2N8,T2N9,T2P10,T2P13,T2P2,T2P3,T2P4,T2P5,T2P6,T2P8,T2P9,T2PG1,T2PG10,T2PG11,T2PG12,T2PG15,T2PG16,T2PG2,T2PG4,T2PG5,T2PG6
L.acidophilus,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.coleohominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,167,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,25,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,81,0,0,0,0,153,0,0,0,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,39,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.crispatus,34717,0,11,0,20630,0,9,32825,24312,0,0,0,28330,0,6,0,5145,0,0,4,25655,31638,31128,38336,37,32,30,53,18,7021,11495,29790,31,35404,9,28757,49,24,29,56923,25228,13323,40272,32126,62,39178,62,29231,0,32231,0,11515,0,18847,12229,17036,15134,0,51100,8414,22896,14391,16194,4,0,4,17409,0,0,0,7184,25,35232,27075,0,30741,16,0,0,15,20221,23912,0,34878,10,12258,12353,24517,0,27386,21127,0,18512,0,20563,0,12,3077,0,18244,19616,0,0,5,9,33398,0,27802,26542,1605,5,0,26096,3412,0,8,21741,0,3,0,0,26320,0,27427,21312,0,0,0,0,0,9,0,87,8,18097,10617,28,50249,33188,23,43116,18749,34,29390,30861,26421,42578,44892,84441,40,25,40035,41443,10,38,42016,26985,28264,41,30522,12,34074,29,40192,40,51711,45699,36,41516,1181,26,30221,38117,57,38956,45589,14978,14777,38,46890,45058,24,31691,32,42327,19969,34377,26762,33230,31,21588,0,1709,3,12,8484,19609,0,0,6396,0,0,0,0,98,0,0,11877,0,17399,9156,0,20080,455,0,25,11533,0,3,9269,8699,4,41022,3585,0,7473,16,15862,7913,0,5,19248,0,20506,11226,10,14,0,7301,0,24542,0,9150,0,0,0,20443,0,7466,0,7434,0,10716,4,10813,0,1287,0,4662,16151,0,2310,0,0,0,6756,10,0,16131,18,9582,0,0,19924,0,11994,5110,0,28855,19385,27065
L.delbrueckii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11460,0,0,0
L.fermentum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.gallinarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.gasseri,0,15134,0,285,109,4975,19414,0,3,501,0,0,0,0,8727,0,0,4653,0,0,0,0,5661,12,40,0,0,0,3,51,90,0,2403,29,0,189,10,0,0,10,0,0,0,0,0,11,63468,85,34,0,2197,51,0,0,0,0,0,0,10,0,19,0,0,0,0,9194,14,0,0,31,0,22300,0,0,0,0,24588,0,38,21653,18,0,0,0,27033,0,12085,0,0,35,0,0,0,0,0,8,0,13096,0,3,46,2139,0,0,0,0,28,0,3,0,0,0,0,13738,0,0,170,12708,0,1886,0,0,6147,0,43,645,0,11891,21775,1827,0,2725,911,7,0,0,0,0,92,218,0,19726,11032,60,0,0,0,0,0,0,6511,1166,0,0,0,0,23,0,14186,112,11461,1138,0,0,0,0,6,0,0,14,0,0,9,0,0,0,0,3165,25957,0,14,1157,0,0,198,0,37,0,0,0,0,34,0,0,0,25,0,0,0,0,0,0,0,0,0,22880,0,16,0,36,0,0,0,0,0,12636,0,9852,7661,0,0,0,0,21,11730,0,0,0,5,11039,10266,0,0,0,0,0,5581,23387,0,0,27,0,22,3365,11446,9693,5,9267,0,0,0,0,0,0,0,0,0,0,122,0,15,0,0,0,0,0,0,51902,0,0,0,0,0,13,2,0,0,0,0,0,0
L.helveticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.iners,68,0,0,27708,5,21993,0,0,0,0,5882,0,34,11218,0,10384,3410,0,22114,29041,0,0,0,20,15332,11989,35418,44260,39212,13,2317,7543,37924,8,33058,847,36834,26755,25299,0,0,8,25,217,10987,0,17,12360,1646,0,0,0,12463,0,0,0,9,1495,206,8368,10,2,10,0,3298,7,2694,19243,10050,6886,263,0,38,5,2485,0,8,1534,0,0,0,0,0,0,0,10874,0,1966,1034,44,0,23998,10,17533,0,20,27317,5,24991,0,0,21422,26140,35057,0,0,0,0,0,7,35922,3,0,6,11,19643,7,0,8242,25148,7324,0,0,0,442,25228,3057,0,0,138,0,17181,21926,20897,11642,25574,12626,25,0,12789,0,15,21,23,0,123,540,18,123,11959,18892,9,14,0,4189,0,15,285,0,0,21,11,31823,421,0,16,200,40811,14,9997,48253,0,14,0,0,191,78,13983,0,91,21,32667,6,0,25,28,41,0,28,0,0,6347,0,5605,12446,2753,0,0,0,10,0,17568,2578,15983,20460,42,1831,0,13233,0,3818,6675,0,7765,17647,59,0,0,0,0,0,20,4,0,0,2048,8171,4,0,0,0,3,31714,301,3726,24331,0,0,218,5690,0,26794,4,2,0,0,1175,0,0,0,3,1764,0,1141,956,523,14460,0,1847,0,13354,16824,3007,1256,0,227,13319,17,0,3714,2,6784,18045,349,16433,0,0,0,0,422,0
L.jensenii,0,3,0,0,0,0,0,0,424,0,7079,0,0,13907,0,15877,0,0,0,0,60,921,0,21,8400,16911,0,0,0,0,527,0,0,98,0,0,0,5080,0,106,0,17,0,0,16076,0,0,0,2612,286,24795,1103,0,108,9,0,0,0,740,0,53,29,0,0,0,0,204,0,0,3304,82,0,1134,436,3826,54,0,24486,25625,0,0,419,0,0,0,0,0,0,0,35,0,0,415,4127,0,0,0,0,0,0,251,2,0,0,0,47,0,0,84,24491,0,0,0,0,30272,0,0,0,0,0,6824,0,0,0,146,0,0,0,0,0,0,0,7501,7243,3689,0,0,3472,0,10029,138,0,0,159,0,0,44,0,0,33986,0,0,0,0,0,0,0,756,0,0,0,1580,0,813,19353,0,463,0,205,11919,0,0,149,0,0,0,61,0,0,245,0,0,0,0,0,0,13,54,0,0,508,4239,0,939,0,435,2,0,0,0,0,0,0,0,0,0,6335,0,3015,0,684,0,0,288,760,0,0,0,0,177,88,0,4482,0,0,0,7486,5,0,0,3,0,0,0,177,0,16707,0,2650,2616,1617,0,0,0,0,0,0,3899,80,0,181,0,0,0,0,0,0,0,8006,0,0,463,8764,6163,0,68,129,0,0,12036,4958,0,0,899,0,114,0,0,0,386,234
L.johnsonii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.kitasatonis,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.oris,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.rhamnosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,8,0,0,0,0,0,0,0,1560,0,0,0,0,0,0,0,0,0,0,0,32702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.ultunensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.vaginalis,13,0,0,0,0,0,0,0,6,205,0,0,0,337,0,0,0,0,0,0,0,0,710,0,46,0,0,0,8,0,0,753,0,0,0,0,0,0,0,0,2,0,0,32,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,0,0,0,0,0,0,136,0,180,0,179,0,17,0,56,0,0,0,151,0,0,102,0,0,0,0,0,0,0,0,0,54,93,0,0,0,80,0,0,0,33,13,0,0,131,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,76,0,18,0,0,0,0,0,0,48,0,86,0,0,0,0,38,11,82,0,0,0,44,29,0,0,0,96,29,0,0,0,0,30,0,0,0,0,0,0,38,0,0,72,226,21,0,0,0,0,0,0,0,48,32,0,23,46,0,0,0,0,28,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,57,245,0,447,0,0,0,0,0,0,0,34,268,0,0,0,0,5,0,0,0,0,53,0,43,28,64,0,0,0,563,0,41,0,0,0,5,0,2,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,41,18,0,96,204,0,212,0
Lactobacillus,0,0,0,127,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,51,0,0,0,7,3,15,0,205,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,61,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,2,0,233,0,0,0,0,0,59,0,0,252,10,0,245,57,10,3,0,0,0,0,0,3,124,5,0,0,0,0,0,0,0,470,0,0,4,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,5,0,0,414,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
M.curtisii,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.hominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.mulieris,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
